id,record_group_id,name,description,language,translated_to_en,category,subcategory,created_at,user_id,product,channel,priority,region,duplicate_type
8235,1480,계정 접근 거부 hai,계정 접근 거부 hai 관련 문제,Korean,Account access denied,HR,Benefits,2025-11-21 21:15:28.460257,3dfca1ae,SchedulerX,SMS,4,Latin America,codemix
5705,1025,ソフトウェア更新の題問,ユーザー報告: ソフトウェア更新の題問,Japanese,Software update issue,Sales,Forecast,2025-10-29 21:15:28.435488,653d7bd1,AssetTrack,Chatbot,3,Caribbean,typo
14514,2612,Pago no exitoso,Cliente reporta: Pago no exitoso,Spanish,Payment failed,Support,Access,2025-05-02 21:15:28.527657,b6e6f394,MonitorX,Chatbot,1,Iberia,original
5478,986,Giriş sorunu,Giriş sorunu ile ilgili sorun,Turkish,Login issue,Operations,Inventory,2025-10-27 21:15:28.433557,c28b5283,AdminPanel,WhatsApp,5,North Africa,abbreviation
7514,1356,Problema de sincronizacóin,Cliente reporta: Problema de sincronizacóin,Spanish,Data sync issue,Support,Notification,2025-10-23 21:15:28.453623,6e5b167c,ComplianceKit,Social Media,1,Africa,typo
7794,1401,Webcam not working hai,Issue related to Webcam not working hai,English,Hardware malfunction,HR,Payroll,2025-04-13 21:15:28.457641,ea190c0a,FlowEngine,In-App,2,Latin America,codemix
6399,1156,セッション切れ مشكلة,ユーザー報告: セッション切れ مشكلة,Japanese,Login issue,Sales,Contract,2025-05-19 21:15:28.441508,3d65b3f1,ChatBot,Teams,5,Americas,codemix
17320,3124,Anmeldeproblem hai,Kunde meldet: Anmeldeproblem hai,German,Login issue,Finance,Billing,2026-01-29 21:15:28.565404,ebb97a8a,WorkflowAI,WhatsApp,1,Oceania,codemix
6013,1084,Défaillance matérielle,Client signale: Défaillance matérielle,French,Hardware malfunction,IT,Hardware,2025-12-29 21:15:28.438340,65827847,WorkflowAI,Chat,5,Scandinavia,original
357,64,PFS منخفض,مشكلة مرتبطة بـ PFS منخفض,Arabic,Slow performance,HR,Performance,2026-03-25 21:15:28.379978,2b388529,SecureLogin,Teams,4,Sub-Saharan Africa,typo
15071,2712,支払いに失敗しました مشكلة,支払いに失敗しました مشكلة に関連する問題,Japanese,Payment failed,Operations,Supply Chain,2025-10-17 21:15:28.535697,fd045792,FlowEngine,Social Media,5,Caribbean,codemix
17268,3116,डेट ासिंक समस्या,ग्राहक ने रिपोर्ट किया: डेट ासिंक समस्या,Hindi,Data sync issue,HR,Attendance,2026-02-11 21:15:28.565404,852c591c,InsightDash,IVR,4,East Asia,typo
12149,2174,Dizüstü bilgisayar çalışmıyor,Dizüstü bilgisayar çalışmıyor ile ilgili sorun,Turkish,Laptop not working,Support,Password,2025-04-14 21:15:28.498463,a05aa815,DataSync,Teams,1,East Asia,original
8446,1518,Ошибка сети,Проблема связана с Ошибка сети,Russian,Network error,Sales,Forecast,2025-08-03 21:15:28.460257,b0ff77da,ReportGen,SMS,1,Oceania,original
1535,286,Доступ к аккаунту запрещён,Проблема связана с Доступ к аккаунту запрещён,Russian,Account access denied,Operations,Inventory,2025-12-19 21:15:28.392777,19ff18e7,FormBuilder,Browser Extension,4,East Europe,abbreviation
3273,589,Lỗi cập nhật phần mềm / ソフトウェア更新の問題,Nguoi dung bao cao: Lỗi cập nhật phần mềm / ソフトウェア更新の問題,Vietnamese,Software update issue,Finance,Subscription,2025-06-19 21:15:28.405201,022be071,RuleEngine,Mobile,3,Asia,cross_lang
9705,1742,Rol no asignaod,Problema relacionado con Rol no asignaod,Spanish,Account access denied,Sales,Commission,2026-03-04 21:15:28.476091,e56dd82b,AdminPanel,Slack,2,West Europe,typo
9922,1783,Mau funcionamento do hardware,Problema relacionado a Mau funcionamento do hardware,Portuguese,Hardware malfunction,HR,Leave,2025-07-07 21:15:28.477766,0009c4d9,DataSync,IVR,1,Latin America,paraphrase
4906,881,कार्ड अस्वीकृत...,समस्या कार्ड अस्वीकृत... से संबंधित है,Hindi,Payment failed,IT,Network,2026-03-16 21:15:28.427188,7d043c68,AdminPanel,Chat,1,Oceania,noise
17921,3234,Inlogprobleem,Probleem gerelateerd aan Inlogprobleem,Dutch,Login issue,Operations,Logistics,2026-02-25 21:15:28.571437,57789288,FlowEngine,WhatsApp,1,Latin America,paraphrase
4074,733,丢包,用户反馈：丢包,Chinese,Network error,Sales,Pipeline,2025-06-16 21:15:28.419220,1ae78427,CloudVault,Chat,2,Caribbean,typo
17512,3160,Datasynchronisatieprobleem,Probleem gerelateerd aan Datasynchronisatieprobleem,Dutch,Data sync issue,Operations,Logistics,2025-08-09 21:15:28.567415,99be52e2,BillingPro,Desktop App,4,West Europe,abbreviation
9693,1740,노트북이 작동하지 않음 / عطل في الكمبيوتر المحمول,노트북이 작동하지 않음 / عطل في الكمبيوتر المحمول 관련 문제,Korean,Laptop not working,Support,Notification,2025-11-28 21:15:28.476091,d2461a9b,FlowEngine,Chat,1,North America,cross_lang
4888,876,Datasynchronisatieprobleem hai,Gebruiker meldde: Datasynchronisatieprobleem hai,Dutch,Data sync issue,Support,Escalation,2025-09-15 21:15:28.427188,3340c747,SchedulerX,WhatsApp,1,North America,codemix
3263,587,سافٹ ویئر اپڈیٹ مسئلہ,سافٹ ویئر اپڈیٹ مسئلہ سے متعلق مسئلہ,Urdu,Software update issue,IT,Network,2025-10-29 21:15:28.405201,09d7b6f3,IntegrationBus,SMS,1,Iberia,abbreviation
9331,1679,অ্যাকাউন্ট অ্যাক্সেস অস্বীকৃত,ব্যবহারকারী রিপোর্ট করেছেন: অ্যাকাউন্ট অ্যাক্সেস অস্বীকৃত,Bengali,Account access denied,HR,Training,2026-03-29 21:15:28.472543,cdd06d5f,SecureLogin,Slack,3,Sub-Saharan Africa,paraphrase
6610,1194,Ошибка сети مشكلة,Проблема связана с Ошибка сети مشكلة,Russian,Network error,HR,Leave,2025-05-17 21:15:28.443784,cd3a118d,AuthGuard,WhatsApp,5,Oceania,codemix
21320,-1,Pagamento fallito,Problema relativo a Accesso all'account negato,Italian,different,IT,Network,2026-02-13 21:15:28.591128,3553a43c,APIHub,Email,3,Latin America,hard_negative
18463,3336,Netwerkfout / Hitilafu ya mtandao,Probleem gerelateerd aan Netwerkfout / Hitilafu ya mtandao,Dutch,Network error,Finance,Transaction,2025-07-15 21:15:28.577591,e2440836,ComplianceKit,IVR,3,Iberia,cross_lang
9066,1630,Ứng dụng bị lỗi / Aplicativo travando,Van de lien quan den Ứng dụng bị lỗi / Aplicativo travando,Vietnamese,App crashing,Sales,Contract,2025-08-16 21:15:28.460257,44fc771b,SecureLogin,Browser Extension,1,East Europe,cross_lang
3040,546,하드웨어 오작동 hai,사용자 보고: 하드웨어 오작동 hai,Korean,Hardware malfunction,IT,DevOps,2025-10-24 21:15:28.405201,d1138953,UserPortal,Kiosk,2,North America,codemix
8058,1447,Programu inaanguka,Tatizo linalohusiana na Programu inaanguka,Swahili,App crashing,IT,Hardware,2025-09-28 21:15:28.460257,cff9fb27,InsightDash,Telegram,1,Asia,paraphrase
9273,1668,التحديث مقطوع hai,أبلغ العميل عن: التحديث مقطوع hai,Arabic,Software update issue,Finance,Audit,2025-10-20 21:15:28.471536,273a8c29,UserPortal,Browser Extension,2,Sub-Saharan Africa,codemix
503,88,Veri senkronizasyon sorunu / ڈیٹا سنک مسئلہ,Kullanici bildirdi: Veri senkronizasyon sorunu / ڈیٹا سنک مسئلہ,Turkish,Data sync issue,Operations,Dispatch,2025-04-28 21:15:28.381370,b0278687,MonitorX,Call,4,Americas,cross_lang
1483,276,سافٹ ویئر اپڈیٹ مسئلہ,سافٹ ویئر اپڈیٹ مسئلہ سے متعلق مسئلہ,Urdu,Software update issue,HR,Payroll,2025-11-30 21:15:28.391514,775d9d6d,AuditLog,In-App,4,East Asia,original
19942,-1,ল্যাপটপ কাজ করছে না,ডেটা সিঙ্ক সমস্যা সম্পর্কিত সমস্যা,Bengali,different,IT,Network,2025-10-18 21:15:28.591128,3d0ffdd8,TicketMaster,Chat,1,Iberia,hard_negative
1993,364,فشل الدفع مشكلة,أبلغ العميل عن: فشل الدفع مشكلة,Arabic,Payment failed,Sales,CRM,2025-04-28 21:15:28.398318,658b409d,UserPortal,Call,3,Sub-Saharan Africa,codemix
14898,2682,로그인 문제,사용자 보고: 로그인 문제,Korean,Login issue,HR,Onboarding,2026-01-05 21:15:28.533687,7c293546,MonitorX,Email,5,Iberia,original
12009,2150,画面フリーズ,ユーザー報告: 画面フリーズ,Japanese,Slow performance,Sales,Contract,2025-09-04 21:15:28.483386,274abf4a,BillingPro,Tablet,1,Scandinavia,abbreviation
11540,2069,ข้อผิดพลาดเครือข่าย / ข้อผิดพลาดเครือข่าย,ปัญหาที่เกี่ยวข้องกับ ข้อผิดพลาดเครือข่าย / ข้อผิดพลาดเครือข่าย,Thai,Network error,Support,Ticket,2026-03-22 21:15:28.483386,fa339a7e,AdminPanel,Social Media,1,Southeast Asia,cross_lang
4274,767,ปัญหกาารเข้าสู่ระบบ,ปัญหาที่เกี่ยวข้องกับ ปัญหกาารเข้าสู่ระบบ,Thai,Login issue,IT,Software,2025-09-15 21:15:28.420217,476712bb,RoleManager,SMS,3,East Europe,typo
19456,-1,Tatizo la usasishaji wa programu,Tatizo linalohusiana na Hitilafu ya mtandao,Swahili,different,IT,Network,2025-05-09 21:15:28.577591,b5f5c486,HelpDesk,SMS,2,North Africa,hard_negative
5982,1078,硬件故障,用户反馈：硬件故障,Chinese,Hardware malfunction,Operations,Procurement,2025-11-25 21:15:28.438340,703bd08c,ReportGen,Tablet,1,Asia,typo
10325,1856,पैकेट लॉस / Erreur réseau,ग्राहक ने रिपोर्ट किया: पैकेट लॉस / Erreur réseau,Hindi,Network error,Operations,Compliance,2026-01-22 21:15:28.481441,a1e4b038,ReportGen,Social Media,2,East Europe,cross_lang
13849,2487,Lỗi phần cứng مشكلة,Nguoi dung bao cao: Lỗi phần cứng مشكلة,Vietnamese,Hardware malfunction,Sales,Opportunity,2025-11-20 21:15:28.519828,d0806c10,UserPortal,Slack,4,Caribbean,codemix
7005,1266,Laptop tidak berfungsi / Ноутбук не работает,Masalah terkait Laptop tidak berfungsi / Ноутбук не работает,Indonesian,Laptop not working,Operations,Warehouse,2025-04-14 21:15:28.447788,9f83767a,CloudVault,IVR,5,Asia,cross_lang
12256,2192,Hardawrefehler,Kunde meldet: Hardawrefehler,German,Hardware malfunction,Operations,Warehouse,2025-05-05 21:15:28.498463,f8d62a64,TicketMaster,IVR,4,Balkans,typo
5994,1080,Ошибка сети,Пользователь сообщил: Ошибка сети,Russian,Network error,IT,Network,2025-07-06 21:15:28.438340,94652b9f,BillingPro,Tablet,4,Caribbean,original
3822,689,L'ordinateur portable ne fonctionne pas...,Probleme lie a L'ordinateur portable ne fonctionne pas...,French,Laptop not working,Support,SLA,2025-11-09 21:15:28.416223,c8beb66d,PayFlow,Browser Extension,4,Sub-Saharan Africa,noise
18458,3335,Truy cập tài khoản bị từ chối#,Nguoi dung bao cao: Truy cập tài khoản bị từ chối#,Vietnamese,Account access denied,Operations,Dispatch,2025-09-05 21:15:28.577591,2812c045,RoleManager,SMS,5,Europe,noise
2540,459,Hesaba erişim reddedildi,Hesaba erişim reddedildi ile ilgili sorun,Turkish,Account access denied,HR,Payroll,2025-10-14 21:15:28.404010,17e05a25,NetConnect,Telegram,5,Oceania,abbreviation
9635,1730,নেটওয়ার্ক ত্রুটি,নেটওয়ার্ক ত্রুটি সম্পর্কিত সমস্যা,Bengali,Network error,Sales,Renewal,2025-10-02 21:15:28.475636,60b65c27,FlowEngine,Kiosk,4,Scandinavia,paraphrase
18682,3375,पैकेट लॉस / Connection lost,समस्या पैकेट लॉस / Connection lost से संबंधित है,Hindi,Network error,Support,Account,2026-01-20 21:15:28.577591,aa64d8b9,TicketMaster,Webhook,1,Americas,cross_lang
15970,2884,Datensynchronisierungsproblem,Kunde meldet: Datensynchronisierungsproblem,German,Data sync issue,Support,Password,2026-02-05 21:15:28.548603,97cd737f,FlowEngine,In-App,2,West Europe,paraphrase
12364,2210,App no abre / 应用停止,Problema relacionado con App no abre / 应用停止,Spanish,App crashing,Support,SLA,2025-09-15 21:15:28.501460,4ebf6da6,SearchEngine,SMS,5,Caribbean,cross_lang
17114,3088,Il laptop non funziona hai,Problema relativo a Il laptop non funziona hai,Italian,Laptop not working,HR,Policy,2025-10-29 21:15:28.563395,9e4bd8cb,RoleManager,Browser Extension,4,North Africa,codemix
17961,3241,Платёжн е прошёл,Пользователь сообщил: Платёжн е прошёл,Russian,Payment failed,Finance,Subscription,2025-10-01 21:15:28.571437,5e6edd78,CloudVault,Webhook,4,Caribbean,typo
21119,-1,ऐप क्रैश हो रहा है,समस्या स्पीकर से आवाज नहीं से संबंधित है,Hindi,different,IT,Network,2025-04-26 21:15:28.591128,c42cfeeb,SchedulerX,Telegram,3,Asia,hard_negative
19479,-1,Software-updateprobleem,Probleem gerelateerd aan Toegang tot account geweigerd,Dutch,different,IT,Network,2025-06-24 21:15:28.577591,5e5881fa,MonitorX,Social Media,5,Central Asia,hard_negative
11255,2022,Problema di aggiornamento software,Cliente segnala: Problema di aggiornamento software,Italian,Software update issue,Sales,Renewal,2025-11-06 21:15:28.483386,aded9df0,BillingPro,API,2,Sub-Saharan Africa,noise
13486,2421,ادائیگی ناکام ہوگئی / 결제 실패,صارف نے رپورٹ کیا: ادائیگی ناکام ہوگئی / 결제 실패,Urdu,Payment failed,IT,Cloud,2025-07-08 21:15:28.513135,18ebb6d8,SearchEngine,Desktop App,5,Middle East,cross_lang
11596,2078,性能缓慢🙂,用户反馈：性能缓慢🙂,Chinese,Slow performance,IT,Cloud,2025-12-13 21:15:28.483386,a6398591,AssetTrack,Chatbot,3,Southeast Asia,noise
3021,543,चेकआउट त्रुटि / Malipo yameshindwa,ग्राहक ने रिपोर्ट किया: चेकआउट त्रुटि / Malipo yameshindwa,Hindi,Payment failed,Sales,Renewal,2025-04-29 21:15:28.405201,a512cf1c,FlowEngine,Chatbot,1,Southeast Asia,cross_lang
21281,-1,لاگ ان مسئلہ,صارف نے رپورٹ کیا: ادائیگی ناکام ہوگئی,Urdu,different,IT,Network,2025-09-21 21:15:28.591128,6950788a,BackupNow,Call,3,Scandinavia,hard_negative
4710,847,Kompyuta ndogo haifnayi kazi,Tatizo linalohusiana na Kompyuta ndogo haifnayi kazi,Swahili,Laptop not working,Support,Profile,2025-12-04 21:15:28.425178,0e954a90,RoleManager,IVR,3,Oceania,typo
2244,406,角色未分配,与角色未分配相关的问题,Chinese,Account access denied,IT,API,2025-07-30 21:15:28.400318,cbe06373,ReportGen,Mobile,1,North Africa,typo
9142,1644,Router not responding,Reported problem: Router not responding,English,Network error,Sales,Renewal,2025-09-30 21:15:28.460257,f86d5397,TicketMaster,In-App,2,Europe,paraphrase
21224,-1,Giriş sorunu,Veri senkronizasyon sorunu ile ilgili sorun,Turkish,different,IT,Network,2025-10-27 21:15:28.591128,5ef37cc4,RoleManager,Kiosk,3,Oceania,hard_negative
12659,2266,Ошибка стеи,Пользователь сообщил: Ошибка стеи,Russian,Network error,Finance,Subscription,2025-09-07 21:15:28.504491,5cdc39c0,RoleManager,Desktop App,5,Asia,typo
20467,-1,ধীর কার্যক্ষমতা,লগইন সমস্যা সম্পর্কিত সমস্যা,Bengali,different,IT,Network,2026-03-12 21:15:28.591128,e69de0b1,PayFlow,Webhook,5,Sub-Saharan Africa,hard_negative
15736,2839,مشكلة في مزامنة اليبانات,مشكلة مرتبطة بـ مشكلة في مزامنة اليبانات,Arabic,Data sync issue,Sales,Contract,2026-02-01 21:15:28.544589,4c8094ca,DataSync,Browser Extension,5,Americas,typo
9936,1786,Yavaş performans,Yavaş performans ile ilgili sorun,Turkish,Slow performance,IT,Software,2025-12-07 21:15:28.477766,db2cbe2b,RuleEngine,Tablet,1,Southeast Asia,abbreviation
5362,965,Mau funcionamento do hardware🙂,Cliente reportou: Mau funcionamento do hardware🙂,Portuguese,Hardware malfunction,HR,Attendance,2025-07-08 21:15:28.431445,34865ead,ChatBot,Teams,1,Middle East,noise
13792,2476,Kesalahan jaringan hai,Pengguna melaporkan: Kesalahan jaringan hai,Indonesian,Network error,HR,Attendance,2025-10-20 21:15:28.518568,6ba53efc,CloudVault,IVR,3,Latin America,codemix
19401,-1,استخدام CPU مرتفع,مشكلة مرتبطة بـ تم رفض الوصول إلى الحساب,Arabic,different,IT,Network,2026-02-21 21:15:28.577591,1ea65590,MonitorX,Chatbot,5,East Asia,hard_negative
4410,791,Actualización fallida,Cliente reporta: Actualización fallida,Spanish,Software update issue,Sales,CRM,2025-09-25 21:15:28.421467,f3603367,SearchEngine,Tablet,4,Americas,paraphrase
2624,473,Ilnogprobleem,Gebruiker meldde: Ilnogprobleem,Dutch,Login issue,Sales,CRM,2025-09-09 21:15:28.404773,7dd89f03,TicketMaster,Tablet,2,Latin America,typo
3005,540,Giriş sorunu hai,Giriş sorunu hai ile ilgili sorun,Turkish,Login issue,Support,Account,2025-06-17 21:15:28.405201,a62f0a23,IntegrationBus,API,2,Southeast Asia,codemix
13014,2336,App stürzt ab??,Problem im Zusammenhang mit App stürzt ab??,German,App crashing,Finance,Ledger,2025-11-06 21:15:28.507491,8095fb25,AuthGuard,SMS,5,Europe,noise
4066,732,Toegang tot accoutn geweigerd,Probleem gerelateerd aan Toegang tot accoutn geweigerd,Dutch,Account access denied,Finance,Refund,2025-10-30 21:15:28.419220,a8cdee2c,RoleManager,Web,4,Scandinavia,typo
4252,762,سافٹ ویئر اپیڈٹ مسئلہ,صارف نے رپورٹ کیا: سافٹ ویئر اپیڈٹ مسئلہ,Urdu,Software update issue,Sales,Pipeline,2026-01-28 21:15:28.420217,acc90b47,UserPortal,Email,4,Scandinavia,typo
2825,508,Pago fallido / Pembayaran gagal,Problema relacionado con Pago fallido / Pembayaran gagal,Spanish,Payment failed,Operations,Procurement,2026-02-10 21:15:28.405201,10bed85b,BackupNow,Slack,5,Middle East,cross_lang
6129,1106,Lỗi phần cnứg,Van de lien quan den Lỗi phần cnứg,Vietnamese,Hardware malfunction,Finance,Payment,2026-01-27 21:15:28.438340,42e72a68,BackupNow,Slack,5,Balkans,typo
12799,2293,Problema de sincronização de dados,Problema relacionado a Problema de sincronização de dados,Portuguese,Data sync issue,HR,Recruitment,2025-12-14 21:15:28.505492,8d6e7306,NetConnect,SMS,4,Southeast Asia,original
9473,1704,Défaillance matérielle🙂,Client signale: Défaillance matérielle🙂,French,Hardware malfunction,Operations,Supply Chain,2025-05-27 21:15:28.473457,03ca2e24,BillingPro,Webhook,3,North Africa,noise
2824,508,No se puede pagar,Cliente reporta: No se puede pagar,Spanish,Payment failed,Finance,Transaction,2025-10-09 21:15:28.405201,fc99a893,UserPortal,Slack,4,North America,paraphrase
6574,1188,ধীর কার্যক্ষমতা,ব্যবহারকারী রিপোর্ট করেছেন: ধীর কার্যক্ষমতা,Bengali,Slow performance,Finance,Ledger,2026-04-02 21:15:28.443784,f60a5334,UserPortal,Desktop App,2,Latin America,abbreviation
12670,2268,Ошибка сети,Пользователь сообщил: Ошибка сети,Russian,Network error,Sales,CRM,2025-09-09 21:15:28.504491,0f39ea8a,BillingPro,Call,4,Oceania,abbreviation
13485,2421,ادائیگی ناکام ہوگئی,ادائیگی ناکام ہوگئی سے متعلق مسئلہ,Urdu,Payment failed,Operations,Dispatch,2025-12-09 21:15:28.511541,91424436,InsightDash,IVR,1,Oceania,abbreviation
20103,-1,结账错误,与性能缓慢相关的问题,Chinese,different,IT,Network,2025-07-13 21:15:28.591128,c568fbc7,BackupNow,Web,2,Sub-Saharan Africa,hard_negative
7721,1390,ہاڈر ویئر خرابی,صارف نے رپورٹ کیا: ہاڈر ویئر خرابی,Urdu,Hardware malfunction,Finance,Fraud,2025-06-23 21:15:28.456643,e5123387,RuleEngine,WhatsApp,4,Caribbean,typo
14466,2603,Problema di sincronizzazione dati / Datensynchronisierungsproblem,Problema relativo a Problema di sincronizzazione dati / Datensynchronisierungsproblem,Italian,Data sync issue,Sales,Contract,2025-09-01 21:15:28.526645,167ac544,HelpDesk,Chat,1,Caribbean,cross_lang
18217,3291,Yazılım güncelleme sorunu,Yazılım güncelleme sorunu ile ilgili sorun,Turkish,Software update issue,HR,Attendance,2026-04-06 21:15:28.575193,138302e8,AssetTrack,Teams,2,North America,original
13160,2362,ネットワーク障害 hai,ネットワーク障害 hai に関連する問題,Japanese,Network error,Sales,Quote,2026-02-18 21:15:28.507491,ea209d77,ComplianceKit,In-App,4,Caribbean,codemix
4712,847,Kompyuta ndogo haifanyi kazi,Mtumiaji ameripoti: Kompyuta ndogo haifanyi kazi,Swahili,Laptop not working,Sales,CRM,2025-05-17 21:15:28.425178,4cca1254,NetConnect,Web,5,Europe,abbreviation
1962,359,ปัญหาการอัปเดตซอฟต์แวร์ مشكلة,ผู้ใช้รายงาน: ปัญหาการอัปเดตซอฟต์แวร์ مشكلة,Thai,Software update issue,Operations,Logistics,2026-01-28 21:15:28.398318,6e327af3,APIHub,Webhook,5,Asia,codemix
4642,835,ฮาร์ดแวรข์ัดข้อง,ปัญหาที่เกี่ยวข้องกับ ฮาร์ดแวรข์ัดข้อง,Thai,Hardware malfunction,Sales,Pipeline,2025-06-20 21:15:28.425178,cfc41dd1,UserPortal,Email,1,Oceania,typo
8464,1521,Il laptop non funziona...,Cliente segnala: Il laptop non funziona...,Italian,Laptop not working,Support,Notification,2025-11-24 21:15:28.460257,fe7fd5e7,SecureLogin,Teams,2,Latin America,noise
15115,2721,इंटरनेट धीमा है / Erreur réseau,ग्राहक ने रिपोर्ट किया: इंटरनेट धीमा है / Erreur réseau,Hindi,Network error,Finance,Ledger,2025-09-22 21:15:28.537707,d2f309ec,AppX,Email,3,Africa,cross_lang
16285,2938,لاگ ان مسئلہ,صارف نے رپورٹ کیا: لاگ ان مسئلہ,Urdu,Login issue,IT,DevOps,2026-03-21 21:15:28.548603,226bfe2a,PayFlow,Social Media,3,East Europe,paraphrase
16962,3061,性能缓慢 hai,用户反馈：性能缓慢 hai,Chinese,Slow performance,Sales,Quote,2025-08-19 21:15:28.561386,e9820cbf,TicketMaster,Kiosk,3,Balkans,codemix
17798,3213,सॉफ्टवेयर अपडेट समस्या hai,ग्राहक ने रिपोर्ट किया: सॉफ्टवेयर अपडेट समस्या hai,Hindi,Software update issue,Sales,Commission,2025-05-03 21:15:28.571437,6e472cf0,ChatBot,Tablet,1,Central Asia,codemix
8852,1590,Desempneho lento,Problema relacionado a Desempneho lento,Portuguese,Slow performance,Sales,CRM,2025-06-18 21:15:28.460257,5b82ab31,HelpDesk,Tablet,2,Latin America,typo
1899,349,Bucle de actualización,Cliente reporta: Bucle de actualización,Spanish,Software update issue,Operations,Warehouse,2025-05-12 21:15:28.397318,c0c92b40,UserPortal,API,2,Africa,abbreviation
8958,1609,कीबोर्ड काम नहीं कर रहा / Laptop funktioniert nicht,ग्राहक ने रिपोर्ट किया: कीबोर्ड काम नहीं कर रहा / Laptop funktioniert nicht,Hindi,Laptop not working,HR,Benefits,2025-06-22 21:15:28.460257,b832a8c0,SecureLogin,Mobile,1,Oceania,cross_lang
6575,1188,ধীর কার্যক্ষমতা,ধীর কার্যক্ষমতা সম্পর্কিত সমস্যা,Bengali,Slow performance,Operations,Supply Chain,2025-11-26 21:15:28.443784,693634db,MonitorX,Telegram,5,North America,abbreviation
12611,2257,Problema de sincronização de dados...,Cliente reportou: Problema de sincronização de dados...,Portuguese,Data sync issue,IT,Monitoring,2025-06-05 21:15:28.503493,3d216533,FormBuilder,SMS,4,Africa,noise
11326,2034,Fatal exception,Reported problem: Fatal exception,English,App crashing,HR,Recruitment,2025-10-25 21:15:28.483386,be6bd208,DataSync,SMS,5,Africa,original
7664,1380,Toegang tot account geweigerd,Gebruiker meldde: Toegang tot account geweigerd,Dutch,Account access denied,Operations,Procurement,2025-10-03 21:15:28.456643,61dd428d,AdminPanel,Email,4,Americas,paraphrase
6127,1105,Trage prestaties,Probleem gerelateerd aan Trage prestaties,Dutch,Slow performance,IT,Monitoring,2026-01-09 21:15:28.438340,4766980f,SchedulerX,Desktop App,2,West Europe,original
9919,1783,耳机插孔故障,用户反馈：耳机插孔故障,Chinese,Hardware malfunction,Operations,Inventory,2025-06-18 21:15:28.477766,d9d2c080,DataSync,WhatsApp,1,Central Asia,paraphrase
14558,2621,Acesso à conta negado,Problema relacionado a Acesso à conta negado,Portuguese,Account access denied,Sales,Renewal,2025-07-23 21:15:28.527657,dac10d17,MonitorX,Email,2,Africa,abbreviation
6626,1198,سفاٹ ویئر اپڈیٹ مسئلہ,صارف نے رپورٹ کیا: سفاٹ ویئر اپڈیٹ مسئلہ,Urdu,Software update issue,Support,Password,2025-05-11 21:15:28.443784,2b6b302d,InsightDash,Telegram,4,Latin America,typo
3710,668,Kompyuta ndogo haifaniy kazi,Tatizo linalohusiana na Kompyuta ndogo haifaniy kazi,Swahili,Laptop not working,Finance,Tax,2025-08-19 21:15:28.415219,08936c91,NotifyMe,Chat,2,Scandinavia,typo
13266,2381,হার্ডওয়্যার ত্রুটি!!!,ব্যবহারকারী রিপোর্ট করেছেন: হার্ডওয়্যার ত্রুটি!!!,Bengali,Hardware malfunction,Support,SLA,2026-03-30 21:15:28.507491,8abf9fd9,NotifyMe,Telegram,1,Middle East,noise
2733,492,পেমেন্ট ব্যর্থ হয়েছে,ব্যবহারকারী রিপোর্ট করেছেন: পেমেন্ট ব্যর্থ হয়েছে,Bengali,Payment failed,IT,Hardware,2026-02-20 21:15:28.405201,4cb2c1ae,InsightDash,Web,4,South Asia,abbreviation
19024,3436,固件更新失败,与固件更新失败相关的问题,Chinese,Software update issue,IT,Security,2025-05-25 21:15:28.577591,d85278ce,NetConnect,In-App,1,Scandinavia,abbreviation
3438,620,হার্ডওয়য্ার ত্রুটি,হার্ডওয়য্ার ত্রুটি সম্পর্কিত সমস্যা,Bengali,Hardware malfunction,Finance,Billing,2025-09-02 21:15:28.413220,3e235495,AuditLog,Mobile,1,Oceania,typo
7289,1317,Problema de sincronização de dados#,Problema relacionado a Problema de sincronização de dados#,Portuguese,Data sync issue,IT,API,2025-07-25 21:15:28.450789,bd65dddf,BackupNow,Tablet,4,Sub-Saharan Africa,noise
3178,572,アプリが突然閉じる,アプリが突然閉じる に関連する問題,Japanese,App crashing,Sales,CRM,2026-03-09 21:15:28.405201,cab4fa02,HelpDesk,Web,4,Latin America,paraphrase
8399,1508,Hesaba erişim reddeidldi,Hesaba erişim reddeidldi ile ilgili sorun,Turkish,Account access denied,IT,Cloud,2025-08-13 21:15:28.460257,6d2f7c8f,TicketMaster,Mobile,5,North America,typo
17735,3202,账户访问被拒绝,用户反馈：账户访问被拒绝,Chinese,Account access denied,IT,DevOps,2025-11-22 21:15:28.569428,931a9471,UserPortal,API,2,Middle East,abbreviation
17309,3122,連絡先が更新されない,連絡先が更新されない に関連する問題,Japanese,Data sync issue,Finance,Invoice,2025-12-23 21:15:28.565404,0e68de6b,SchedulerX,Mobile,3,Balkans,paraphrase
19472,-1,Проблема обновления ПО,Пользователь сообщил: Приложение вылетает,Russian,different,IT,Network,2025-10-12 21:15:28.577591,d1e88fc4,FormBuilder,Tablet,2,Caribbean,hard_negative
566,100,ایپ کریش ہو رہی ہے,صارف نے رپورٹ کیا: ایپ کریش ہو رہی ہے,Urdu,App crashing,Support,Escalation,2026-02-07 21:15:28.383163,2566c6ee,ChatBot,Call,5,East Europe,original
20500,-1,動作が遅い,ユーザー報告: データ同期の問題,Japanese,different,IT,Network,2025-11-28 21:15:28.591128,a4614180,UserPortal,Chatbot,3,Oceania,hard_negative
2929,525,Problema de actualización de software,Problema relacionado con Problema de actualización de software,Spanish,Software update issue,Operations,Dispatch,2025-07-09 21:15:28.405201,0acc4996,AuthGuard,Email,4,Balkans,noise
